,latitude,longitude,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
735,28.65,63.1,2010-07-01,1.8653018,-2.837459,276.72485,309.50555,0.0,-0.00010687346,4.821333,299.5047,0.7996794,0.0,0.025231719,314.27045,0.0,0.0,-9.313226e-10,314.13116,313.19208,309.32382,-267211.0,21828742.0,-14533935.0,93168.66,0.0,27478904.0,32941770.0,273.16058,-0.00010693027,2.2985041e-06
736,28.65,63.1,2010-08-01,2.3996038,-3.8654695,273.7029,307.31488,0.0,-8.906354e-05,6.062792,297.1582,0.7995372,0.0,0.025231719,310.9234,0.0,0.0,-9.313226e-10,310.84372,310.47934,309.28415,-222827.0,20618572.0,-13716302.0,93469.02,0.0,25947440.0,31745248.0,273.15988,-8.902699e-05,1.3411045e-06
737,28.65,63.1,2010-09-01,2.3732424,-3.9909935,269.07858,302.16513,0.0,-6.7311106e-05,6.270651,294.23587,0.7997185,0.0,0.025231719,305.23834,0.0,0.0,-9.313226e-10,305.32413,306.45068,308.15753,-168420.0,19028420.0,-13861137.0,93977.84,0.0,23913264.0,28346172.0,273.15988,-6.731413e-05,3.874302e-07
738,28.65,63.1,2010-10-01,0.6048807,-2.617309,272.47864,299.9305,0.0,-5.602697e-05,4.6141853,294.06158,0.79994607,0.0,0.025231719,302.77582,0.0,0.0,-9.313226e-10,302.88232,304.16522,306.16614,-140263.0,15893857.0,-12494226.0,94318.42,0.0,20024518.0,28411354.0,273.16058,-5.607726e-05,1.9473955e-05
739,28.65,63.1,2010-11-01,0.58644915,-2.7878933,267.57538,290.68823,0.0,-3.169151e-05,5.062649,288.98633,0.7996367,0.0,0.025231719,293.31348,0.0,0.0,-9.313226e-10,293.60068,296.57864,303.0651,-79175.0,13485556.0,-11679873.0,94922.43,0.0,16900400.0,24285676.0,273.16058,-3.169803e-05,1.3411045e-06
740,28.55,63.1,2010-02-01,-0.4225737,0.52465606,272.28442,290.2087,0.0,-0.00064565474,8.717267,286.1779,0.7997541,0.0,-1.1920929e-07,291.95203,0.0,0.0,-9.313226e-10,291.97202,291.42432,294.9895,-1614485.0,13699823.0,-9526209.0,95243.31,2.8684735e-06,17650946.0,25889966.0,273.16058,-0.000645746,0.00074282475
741,28.55,63.1,2010-03-01,0.42420828,-0.856753,270.4258,298.54633,0.0,-9.280234e-05,4.3742943,291.66217,0.7998999,0.0,-1.1920929e-07,302.6541,0.0,0.0,-9.313226e-10,302.40167,300.52277,296.97864,-231894.0,18430960.0,-13116196.0,95047.99,0.0,23616128.0,27770648.0,273.16058,-9.28361e-05,1.8518418e-05
742,28.55,63.1,2010-04-01,0.5324403,-1.0891335,272.79892,304.0577,0.0,-8.661649e-05,3.43964,296.60806,0.79994255,0.0,-1.1920929e-07,309.30292,0.0,0.0,-9.313226e-10,308.97775,306.4812,301.01248,-216622.0,20612152.0,-13876714.0,94638.48,0.0,26468200.0,30743260.0,273.15988,-8.655107e-05,1.37500465e-05
743,28.55,63.1,2010-05-01,1.0877457,-1.4756835,274.25977,307.99542,0.0,-0.0001071454,3.5905514,299.55014,0.7999319,0.0,-1.1920929e-07,313.32648,0.0,0.0,-9.313226e-10,313.04578,310.8585,304.94885,-267688.0,21581172.0,-14330074.0,94265.08,0.0,27683598.0,32653756.0,273.15988,-0.00010712072,4.2058527e-06
744,28.55,63.1,2010-06-01,2.149277,-2.9465685,272.7235,309.33456,0.0,-0.00010741735,5.291151,298.63004,0.79977894,0.0,-1.1920929e-07,313.65057,0.0,0.0,-9.313226e-10,313.44574,311.8856,307.40155,-268643.0,22369226.0,-14921436.0,93922.03,0.0,28671852.0,32182826.0,273.15988,-0.00010731118,1.37500465e-05
745,28.55,63.1,2010-07-01,2.0967684,-2.543282,276.8767,309.8626,0.0,-0.000106533524,4.790724,299.73138,0.79970074,0.0,-1.1920929e-07,314.4134,0.0,0.0,-9.313226e-10,314.27692,313.3306,309.2694,-266256.0,21221652.0,-14274872.0,93675.836,0.0,27429602.0,33283344.0,273.16058,-0.000106549356,1.3411045e-06
746,28.55,63.1,2010-08-01,2.5412698,-3.5323477,273.83826,307.628,0.0,-8.872384e-05,5.904051,297.56772,0.7996652,0.0,-1.1920929e-07,311.01538,0.0,0.0,-9.313226e-10,310.93527,310.56384,309.32156,-221872.0,20009476.0,-13465164.0,93981.945,0.0,25876568.0,32052968.0,273.15988,-8.883653e-05,1.3411045e-06
747,28.55,63.1,2010-09-01,2.6171396,-3.5613148,269.10132,302.3731,0.0,-6.656349e-05,6.1161804,294.67215,0.7997825,0.0,-1.1920929e-07,305.17465,0.0,0.0,-9.313226e-10,305.2663,306.4413,308.20856,-166511.0,18504388.0,-13581579.0,94503.89,0.0,23917668.0,28595280.0,273.15988,-6.655231e-05,3.874302e-07
748,28.55,63.1,2010-10-01,0.75019026,-2.2281845,272.63464,300.0842,0.0,-5.5551296e-05,4.3678875,294.61386,0.79994965,0.0,-1.1920929e-07,302.76025,0.0,0.0,-9.313226e-10,302.86667,304.14056,306.17972,-138831.0,15486990.0,-12258938.0,94845.29,0.0,20071178.0,28645304.0,273.16058,-5.5505894e-05,1.37500465e-05
749,28.55,63.1,2010-11-01,0.78748214,-2.3569272,267.7107,290.69516,0.0,-3.1011645e-05,4.610626,289.4274,0.79991764,0.0,-1.1920929e-07,293.11392,0.0,0.0,-9.313226e-10,293.41153,296.45892,303.0617,-77743.0,13099152.0,-11399222.0,95468.17,0.0,16935618.0,24473642.0,273.16058,-3.0936208e-05,1.3411045e-06
840,27.55,63.1,2010-02-01,1.8528712,1.7876217,271.87735,289.63678,0.0,-0.00015710806,12.901499,285.7812,0.7615188,0.0,-1.1920929e-07,291.69446,0.0,0.0,-9.313226e-10,291.7142,292.2061,294.06915,-392727.0,13832637.0,-9833368.0,92537.56,5.736947e-07,18370236.0,25426616.0,273.16058,-0.00015702192,0.00022750907
841,27.55,63.1,2010-03-01,1.9291694,-0.034409046,269.90924,297.7537,0.0,-9.83763e-05,6.0200825,290.66776,0.7866937,0.0,-1.1920929e-07,300.98413,0.0,0.0,-9.313226e-10,300.7417,298.88174,296.72815,-246212.0,18048568.0,-12681692.0,92410.36,0.0,24047526.0,27271930.0,273.16058,-9.8359305e-05,2.2985041e-06
842,27.55,63.1,2010-04-01,2.6827216,0.18220043,273.02106,302.97162,0.0,-7.526437e-05,4.575035,294.83362,0.7998216,0.0,-1.1920929e-07,307.47586,0.0,0.0,-9.313226e-10,307.12866,304.3131,300.6634,-188465.0,19977376.0,-13358862.0,92056.66,0.0,26610824.0,30157632.0,273.15988,-7.531373e-05,8.97795e-06
843,27.55,63.1,2010-05-01,2.5543435,-0.23009801,275.09662,306.58234,0.0,-9.266636e-05,4.2902966,297.487,0.7998074,0.0,-1.1920929e-07,311.30692,0.0,0.0,-9.313226e-10,310.9871,308.3887,304.37192,-231894.0,20818396.0,-13737072.0,91732.49,0.0,27707810.0,31998396.0,273.15988,-9.264564e-05,3.856048e-05
844,27.55,63.1,2010-06-01,3.099576,-1.7106388,275.02225,307.58755,0.0,-9.34822e-05,5.8869667,297.0812,0.799747,0.0,-1.1920929e-07,311.46826,0.0,0.0,-9.313226e-10,311.24246,309.3677,306.2772,-233803.0,21077202.0,-13988209.0,91426.375,0.0,28015512.0,31773038.0,273.15988,-9.340746e-05,1.4703721e-05
845,27.55,63.1,2010-07-01,2.7039394,-1.8265073,278.38202,307.7262,0.0,-8.885958e-05,5.4235554,298.4814,0.7997221,0.0,-1.1920929e-07,312.00604,0.0,0.0,-9.313226e-10,311.84116,310.55563,307.8266,-222349.0,20104172.0,-13218400.0,91201.516,0.0,26900478.0,32881640.0,273.16058,-8.883653e-05,1.1838973e-05
846,27.55,63.1,2010-08-01,2.730944,-2.950109,274.33728,305.75504,0.0,-7.5128395e-05,6.3660393,296.47012,0.7996474,0.0,-1.1920929e-07,308.7227,0.0,0.0,-9.313226e-10,308.64288,308.19385,307.27914,-187987.0,19083392.0,-12640974.0,91472.336,0.0,25543774.0,31522416.0,273.15988,-7.512327e-05,3.874302e-07
847,27.55,63.1,2010-09-01,2.7943828,-3.1512694,267.66214,300.81326,0.0,-5.73867e-05,7.308523,293.83545,0.7998323,0.0,-1.1920929e-07,302.87207,0.0,0.0,-9.313226e-10,302.9787,304.3014,305.83176,-143603.0,18006036.0,-12947586.0,91938.48,0.0,24095508.0,27944974.0,273.15988,-5.741045e-05,3.874302e-07
848,27.55,63.1,2010-10-01,2.2176454,-1.3530561,271.79782,299.0605,0.0,-4.8345653e-05,6.1774006,293.35107,0.79988205,0.0,-1.1920929e-07,300.87796,0.0,0.0,-9.313226e-10,300.9947,302.3,303.73834,-120695.0,15429210.0,-11792462.0,92243.766,0.0,20646084.0,28069274.0,273.16058,-4.826812e-05,3.2521784e-06
849,27.55,63.1,2010-11-01,1.9491013,-1.6996957,266.58356,289.2093,0.0,-2.523372e-05,10.767384,288.65753,0.7879062,0.0,-1.1920929e-07,290.2155,0.0,0.0,-9.313226e-10,290.6156,294.57257,300.18622,-62948.0,13203076.0,-10588148.0,92755.86,0.0,17556302.0,23874876.0,273.16058,-2.5222078e-05,1.3411045e-06
940,26.55,63.1,2010-02-01,1.0502396,0.22532916,275.31256,288.58536,-4.4330955e-07,-0.0004932515,9.068919,286.41312,0.7998145,0.0,0.49998987,291.5048,0.0,0.0,-9.313226e-10,291.60458,291.87155,293.18396,-1232685.0,15902684.0,-9646176.0,90825.65,2.2947788e-06,19375218.0,25528684.0,273.16058,-0.00049299607,0.0005157031
941,26.55,63.1,2010-03-01,1.6139035,-0.11776996,271.14795,297.3204,-1.0342337e-06,-8.906354e-05,4.971533,292.08292,0.7998572,0.0,0.49998987,301.604,0.0,0.0,-9.313226e-10,301.1585,299.5743,297.37762,-229508.0,19600200.0,-12804938.0,90700.91,0.0,24147892.0,27537206.0,273.16058,-9.1693364e-05,1.3411045e-06
942,26.55,63.1,2010-04-01,2.3861017,0.7505994,274.953,300.9935,-1.2558885e-06,-0.00017634546,5.367319,294.35083,0.79994965,0.0,0.49998987,305.8186,0.0,0.0,-9.313226e-10,305.44098,304.05487,301.59506,-445225.0,21349650.0,-12815595.0,90429.266,5.736947e-07,26650004.0,29805950.0,273.15988,-0.00017797248,0.0002017431
943,26.55,63.1,2010-05-01,2.7431602,1.2794099,279.77158,304.17673,-1.5513506e-06,-0.00018817326,4.4333763,297.72812,0.79994255,0.0,0.49998987,309.98224,0.0,0.0,-9.313226e-10,309.46924,307.54236,304.48755,-475291.0,21943098.0,-12948406.0,90145.31,5.736947e-07,27469660.0,32096928.0,273.15988,-0.00018997164,0.00015879981
944,26.55,63.1,2010-06-01,1.9855359,0.9186084,286.2194,302.68506,-1.2558885e-06,-0.00095909403,4.3422604,298.75085,0.79994607,0.0,0.49998987,307.75748,0.0,0.0,-9.313226e-10,307.53943,306.62677,305.25714,-2405763.0,20615364.0,-10859234.0,89870.39,4.015863e-06,25871284.0,32931664.0,273.15988,-0.0009621028,0.0009546764
945,26.55,63.1,2010-07-01,2.0204701,2.1429513,289.96246,302.99008,-1.2558885e-06,-0.00019340753,3.5784492,300.9728,0.79994607,0.0,0.49998987,310.22568,0.0,0.0,-9.313226e-10,309.94388,308.95334,307.06833,-487700.0,19625078.0,-10327719.0,89667.69,5.736947e-07,24752290.0,34918456.0,273.16058,-0.00019492349,0.000168344
946,26.55,63.1,2010-08-01,1.8157938,0.598361,284.7534,302.69083,-1.1818483e-06,-7.138983e-05,3.6232967,299.23257,0.79994255,0.0,0.49998987,309.08356,0.0,0.0,-9.313226e-10,308.91873,308.3969,307.39474,-181306.0,19285220.0,-11373534.0,89859.72,0.0,24408932.0,33179256.0,273.15988,-7.264735e-05,7.0668757e-06
947,26.55,63.1,2010-09-01,0.4291376,-2.467324,272.1191,300.8352,-9.604264e-07,-6.663147e-05,4.807808,295.88257,0.7998501,0.0,0.49998987,304.96378,0.0,0.0,-9.313226e-10,305.06873,305.6513,306.27493,-169375.0,19049286.0,-13070012.0,90197.836,0.0,23990300.0,29058124.0,273.15988,-6.7695044e-05,3.5697594e-05
948,26.55,63.1,2010-10-01,0.47393072,-1.8274728,274.4881,298.66187,-7.3877163e-07,-5.5958983e-05,5.2156963,294.2749,0.79987496,0.0,0.49998987,301.9748,0.0,0.0,-9.313226e-10,302.15234,303.04538,304.22913,-141694.0,16704382.0,-11951780.0,90524.47,0.0,20783866.0,28541214.0,273.16058,-5.6648627e-05,1.37500465e-05
949,26.55,63.1,2010-11-01,-0.95923316,-4.1705894,265.96573,290.984,-3.6950223e-07,-3.0399999e-05,9.715276,288.2977,0.79983586,0.0,0.49998987,292.9724,0.0,0.0,-9.313226e-10,293.53802,296.05276,299.7827,-76788.0,14718195.0,-11435840.0,90874.89,0.0,18037004.0,24325088.0,273.16058,-3.0745752e-05,1.3411045e-06
1040,25.55,63.1,2010-02-01,0.24160683,-0.25906515,281.9484,292.88586,0.0,-0.00086399505,5.9033394,291.78833,0.7999212,0.0,-1.1920929e-07,295.16605,0.0,0.0,-9.313226e-10,295.2799,295.5809,297.40256,-2160935.0,14286852.0,-8822805.0,100018.78,3.4421682e-06,19509040.0,28171342.0,273.16058,-0.00086401496,0.00095372275
1041,25.55,63.1,2010-03-01,2.330164,0.31287432,282.11475,300.2471,0.0,-5.6502875e-05,4.980074,295.7751,0.79994607,0.0,-1.1920929e-07,303.68442,0.0,0.0,-9.313226e-10,303.38586,301.99478,300.2905,-141694.0,17461138.0,-11579035.0,99639.64,0.0,24024636.0,29890840.0,273.16058,-5.6648627e-05,2.2985041e-06
1042,25.55,63.1,2010-04-01,3.044281,1.5330331,286.42395,303.37485,0.0,-6.724312e-05,5.0925465,298.47394,0.79997456,0.0,-1.1920929e-07,307.88202,0.0,0.0,-9.313226e-10,307.5852,306.03986,303.83243,-167466.0,19289634.0,-11638609.0,99291.67,0.0,26679936.0,32193944.0,273.15988,-6.693322e-05,6.1132014e-06
1043,25.55,63.1,2010-05-01,2.9309053,2.022577,292.17856,305.10223,0.0,-7.9139136e-05,4.607067,301.5042,0.799971,0.0,-1.1920929e-07,310.646,0.0,0.0,-9.313226e-10,310.3438,308.5742,306.11853,-198487.0,20053614.0,-10964171.0,98916.625,0.0,27619768.0,34504120.0,273.15988,-7.950375e-05,1.661107e-05
1044,25.55,63.1,2010-06-01,0.9681546,2.1143062,296.3886,303.428,0.0,-0.00087541505,3.9621353,303.2268,0.799971,0.0,-1.1920929e-07,308.79062,0.0,0.0,-9.313226e-10,308.5959,307.88162,306.65802,-2187661.0,18030512.0,-8467550.0,98647.445,2.4098903e-05,24786186.0,35945204.0,273.15988,-0.0008748714,0.0015463345
1045,25.55,63.1,2010-07-01,0.9582959,2.8993146,296.744,304.06003,0.0,-0.00013977406,3.9913197,303.67108,0.799971,0.0,-1.1920929e-07,310.52994,0.0,0.0,-9.313226e-10,310.3354,309.72455,308.42276,-351207.0,16857258.0,-7653470.0,98434.08,0.0,23376218.0,37765756.0,273.16058,-0.00014045136,7.005222e-05
1046,25.55,63.1,2010-08-01,1.9000218,2.4889472,295.66333,302.9693,0.0,-7.00301e-05,4.10664,302.46335,0.79997456,0.0,-1.1920929e-07,309.01422,0.0,0.0,-9.313226e-10,308.92838,308.72208,308.1927,-175102.0,16588019.0,-8300307.0,98672.07,0.0,22916646.0,36223616.0,273.15988,-6.9980975e-05,2.233684e-05
1047,25.55,63.1,2010-09-01,1.4045119,0.89382553,288.91177,302.21594,0.0,-6.0581602e-05,3.4339447,301.3155,0.799971,0.0,-1.1920929e-07,307.0527,0.0,0.0,-9.313226e-10,307.07565,307.3076,307.4741,-151239.0,16554314.0,-10625586.0,99000.336,0.0,23026258.0,32743696.0,273.15988,-6.0457736e-05,7.0668757e-06
1048,25.55,63.1,2010-10-01,0.7371167,0.36211824,288.2278,301.31702,0.0,-5.446351e-05,3.5378742,299.7811,0.7999603,0.0,-1.1920929e-07,304.98077,0.0,0.0,-9.313226e-10,305.04584,305.4529,306.10492,-135967.0,14777981.0,-10048434.0,99381.945,0.0,20384162.0,32141392.0,273.16058,-5.4362696e-05,1.7564744e-05
1049,25.55,63.1,2010-11-01,-0.6722573,-2.3958716,271.90216,297.2973,0.0,-4.120823e-05,5.6705647,294.1482,0.79984653,0.0,-1.1920929e-07,298.51877,0.0,0.0,-9.313226e-10,298.90585,300.56738,303.11838,-103514.0,13240392.0,-10957340.0,99851.37,0.0,18050210.0,27647358.0,273.16058,-4.1411724e-05,1.3411045e-06
1260,29.35,63.2,2010-02-01,-0.4305035,1.5539539,270.17886,285.84583,-7.4040145e-08,-0.0005810091,17.350536,282.91608,0.7142838,0.0,0.18676543,286.90384,0.0045776367,0.0,-9.313226e-10,286.91257,286.72305,287.6404,-1453652.0,13101961.0,-8669226.0,88718.17,4.015863e-06,18018516.0,24311446.0,271.73438,-0.0005813702,0.0006407164
1261,29.35,63.2,2010-03-01,0.23431993,-1.045361,269.94745,293.49362,-7.4040145e-08,-0.00017036335,7.328455,287.66202,0.78055286,0.0,0.18676543,296.36334,0.0,0.0,-9.313226e-10,295.98343,294.60776,292.54358,-426612.0,17278570.0,-11597891.0,88732.125,5.736947e-07,23596320.0,25941000.0,273.16058,-0.00017054426,8.6274e-05
1262,29.35,63.2,2010-04-01,0.43963933,-1.382345,271.7162,298.83633,-1.4784746e-07,-5.833828e-05,5.1217327,292.53842,0.79987496,0.0,0.18676543,303.20322,0.0,0.0,-9.313226e-10,302.70645,300.85968,297.85138,-145990.0,19269170.0,-12344473.0,88442.43,0.0,26256022.0,28793352.0,273.15988,-5.8362726e-05,2.8062612e-05
1263,29.35,63.2,2010-05-01,1.202836,-2.2655199,273.2349,302.74976,-1.4784746e-07,-7.478846e-05,4.718115,295.6949,0.7998643,0.0,0.18676543,307.51123,0.0,0.0,-9.313226e-10,307.0576,305.3379,302.2921,-187510.0,20592892.0,-12964256.0,88161.76,0.0,27919546.0,30561862.0,273.15988,-7.493282e-05,2.5199726e-05
1264,29.35,63.2,2010-06-01,2.8642516,-3.5127144,271.14175,304.10046,-1.4784746e-07,-7.56043e-05,6.8159256,294.61334,0.79982877,0.0,0.18676543,307.807,0.0,0.0,-9.313226e-10,307.48642,306.24408,303.89478,-189419.0,21579968.0,-13755108.0,87859.75,0.0,29209340.0,29863554.0,273.15988,-7.5885095e-05,1.0885298e-05
1265,29.35,63.2,2010-07-01,3.3175402,-3.0321825,274.11926,304.42398,-1.4784746e-07,-7.567229e-05,6.408037,295.86707,0.7996047,0.0,0.18676543,308.3618,0.0,0.0,-9.313226e-10,308.16342,307.40152,305.69803,-189419.0,20695212.0,-13374438.0,87634.89,0.0,28125562.0,30571462.0,273.16058,-7.5885095e-05,1.3411045e-06
1266,29.35,63.2,2010-08-01,3.7978332,-3.8210533,272.4673,302.04263,-1.4784746e-07,-6.153318e-05,7.7569866,293.5403,0.79954076,0.0,0.18676543,305.0742,0.0,0.0,-9.313226e-10,304.982,304.68756,304.1566,-154103.0,19497080.0,-12407052.0,87886.016,0.0,26551838.0,29664976.0,273.15988,-6.160047e-05,1.3411045e-06
1267,29.35,63.2,2010-09-01,3.1027906,-3.978763,269.04242,296.87094,-7.4040145e-08,-4.555867e-05,8.242466,291.11896,0.7997114,0.0,0.18676543,299.4599,0.0,0.0,-9.313226e-10,299.63828,300.60846,301.92715,-114014.0,17662566.0,-12458974.0,88293.88,0.0,24081422.0,26581706.0,273.15988,-4.5601744e-05,3.874302e-07
1268,29.35,63.2,2010-10-01,1.3192122,-2.199861,271.5581,295.33768,-7.4040145e-08,-4.2227795e-05,6.793146,290.99173,0.79988563,0.0,0.18676543,297.14597,0.0,0.0,-9.313226e-10,297.3362,298.37817,299.59232,-105901.0,14585381.0,-11131688.0,88584.41,0.0,19962888.0,26764620.0,273.16058,-4.2364e-05,3.0925497e-05
1269,29.35,63.2,2010-11-01,0.56780326,-3.0428038,266.94308,286.22247,0.0,-2.0203413e-05,9.356504,286.4575,0.79893625,0.0,0.18676543,287.48126,0.0,0.0,-9.313226e-10,288.03046,290.83386,294.8501,-50540.0,12264954.0,-10380460.0,88998.016,0.0,16848458.0,22774864.0,273.16058,-2.0270236e-05,1.3411045e-06
1330,28.65,63.2,2010-02-01,-0.5436648,0.340554,272.0602,289.89328,0.0,-0.0006961612,10.46129,285.6128,0.7776549,0.0,0.31512296,291.64066,0.0,0.0,-9.313226e-10,291.67688,291.22357,294.6291,-1741433.0,14065362.0,-9630600.0,94666.38,3.4421682e-06,17705972.0,25629238.0,273.16058,-0.0006962186,0.00085065886
1331,28.65,63.2,2010-03-01,0.19381332,-1.1013641,270.2419,298.34528,0.0,-0.00010163919,4.890383,290.89496,0.7893783,0.0,0.31512296,302.51965,0.0,0.0,-9.313226e-10,302.25232,300.26572,296.86984,-254325.0,18821776.0,-13292456.0,94480.91,0.0,23604244.0,27520532.0,273.16058,-0.000101597514,2.6155263e-05
1332,28.65,63.2,2010-04-01,0.2746123,-1.1831157,272.60883,303.7446,0.0,-8.593663e-05,3.7934265,295.96704,0.79991764,0.0,0.31512296,309.05103,0.0,0.0,-9.313226e-10,308.71997,306.1819,301.1145,-214713.0,21032262.0,-14028380.0,94084.53,0.0,26404370.0,30444130.0,273.15988,-8.59797e-05,1.4703721e-05
1333,28.65,63.2,2010-05-01,0.85756505,-1.6591418,274.0046,307.6615,0.0,-0.00010721339,3.8318672,299.03207,0.7999319,0.0,0.31512296,313.18777,0.0,0.0,-9.313226e-10,312.8952,310.6014,305.07352,-268165.0,22107612.0,-14557983.0,93718.51,0.0,27642220.0,32341488.0,273.15988,-0.00010712072,2.2985041e-06
1334,28.65,63.2,2010-06-01,1.88009,-3.1634998,272.6801,308.9706,0.0,-0.000107281376,5.389387,298.23334,0.7997505,0.0,0.31512296,313.50903,0.0,0.0,-9.313226e-10,313.29755,311.66257,307.4945,-268165.0,22942612.0,-15160276.0,93376.29,0.0,28708388.0,31857926.0,273.15988,-0.00010731118,1.4703721e-05
1335,28.65,63.2,2010-07-01,1.7422817,-2.5825486,277.06683,309.42123,0.0,-0.000106125604,4.683235,299.64478,0.79969716,0.0,0.31512296,314.20392,0.0,0.0,-9.313226e-10,314.0601,313.06647,309.28644,-265302.0,21709972.0,-14480920.0,93131.734,0.0,27453812.0,32957434.0,273.16058,-0.000106168445,2.2985041e-06
1336,28.65,63.2,2010-08-01,2.2883713,-3.7776027,273.8992,307.2513,0.0,-8.8655856e-05,6.000862,297.20416,0.7995976,0.0,0.31512296,310.87668,0.0,0.0,-9.313226e-10,310.79553,310.43002,309.2456,-221872.0,20496594.0,-13700180.0,93431.27,0.0,25897696.0,31734636.0,273.15988,-8.864608e-05,1.3411045e-06
1337,28.65,63.2,2010-09-01,2.2519367,-3.9755445,269.0982,302.14893,0.0,-6.7311106e-05,6.1838074,294.24658,0.79973274,0.0,0.31512296,305.2327,0.0,0.0,-9.313226e-10,305.3193,306.44247,308.12808,-168420.0,18928910.0,-13877260.0,93938.445,0.0,23918988.0,28327476.0,273.15988,-6.731413e-05,3.874302e-07
1338,28.65,63.2,2010-10-01,0.496863,-2.5339482,272.48587,299.93283,0.0,-5.589123e-05,4.5871353,293.96002,0.79994607,0.0,0.31512296,302.76025,0.0,0.0,-9.313226e-10,302.86667,304.14996,306.14346,-139785.0,15807588.0,-12511716.0,94280.664,0.0,20029800.0,28381038.0,273.16058,-5.5886805e-05,1.5657395e-05
1339,28.65,63.2,2010-11-01,0.40942013,-2.7605355,267.41318,290.77835,0.0,-3.1759497e-05,5.4520283,288.9564,0.7979086,0.0,0.31512296,293.33755,0.0,0.0,-9.313226e-10,293.62598,296.60565,303.05716,-79175.0,13388855.0,-11693536.0,94882.22,0.0,16914928.0,24278602.0,273.16058,-3.169803e-05,1.3411045e-06
1340,28.55,63.2,2010-02-01,-0.45879376,0.62732816,272.23068,290.1671,0.0,-0.0006718936,9.203458,286.02393,0.7997185,0.0,0.08373964,291.9322,0.0,0.0,-9.313226e-10,291.95636,291.41257,294.99857,-1680345.0,13832637.0,-9553810.0,95087.38,2.8684735e-06,17707292.0,25850048.0,273.16058,-0.00067183934,0.00079053827
1341,28.55,63.2,2010-03-01,0.33590806,-0.78433526,270.29047,298.54745,0.0,-9.144284e-05,4.525917,291.49536,0.7998963,0.0,0.08373964,302.6824,0.0,0.0,-9.313226e-10,302.4306,300.5439,296.98657,-228554.0,18531272.0,-13150354.0,94891.24,0.0,23631536.0,27747406.0,273.16058,-9.150291e-05,1.7564744e-05
1342,28.55,63.2,2010-04-01,0.4134922,-0.96103454,272.74622,303.99533,0.0,-8.6752465e-05,3.5328922,296.50113,0.7999319,0.0,0.08373964,309.29303,0.0,0.0,-9.313226e-10,308.97052,306.48474,301.02493,-217100.0,20763024.0,-13921804.0,94485.016,0.0,26489328.0,30692732.0,273.15988,-8.674152e-05,1.37500465e-05
1343,28.55,63.2,2010-05-01,1.0112331,-1.3887821,274.13788,307.918,0.0,-0.000107485335,3.67099,299.3999,0.799939,0.0,0.08373964,313.34344,0.0,0.0,-9.313226e-10,313.06265,310.8749,304.9613,-268643.0,21764542.0,-14398118.0,94114.07,0.0,27683598.0,32594636.0,273.15988,-0.00010750163,2.2985041e-06
1344,28.55,63.2,2010-06-01,2.0616198,-2.8258724,272.8609,309.23752,0.0,-0.00010768906,5.260542,298.6124,0.7997612,0.0,0.08373964,313.68738,0.0,0.0,-9.313226e-10,313.48065,311.90085,307.44803,-269120.0,22550190.0,-14953956.0,93769.39,0.0,28655564.0,32174742.0,273.15988,-0.00010769209,1.5657395e-05
1345,28.55,63.2,2010-07-01,1.9313127,-2.2532892,277.18872,309.7332,0.0,-0.00010673748,4.614897,299.87787,0.7997221,0.0,0.08373964,314.4318,0.0,0.0,-9.313226e-10,314.2938,313.3294,309.31363,-266734.0,21325576.0,-14267767.0,93524.83,0.0,27398788.0,33310124.0,273.16058,-0.00010673981,1.3411045e-06
1346,28.55,63.2,2010-08-01,2.3918881,-3.4203415,274.0139,307.50552,0.0,-8.8995555e-05,5.7766304,297.64578,0.79969716,0.0,0.08373964,311.04086,0.0,0.0,-9.313226e-10,310.95816,310.5932,309.36462,-222349.0,20074076.0,-13485387.0,93828.48,0.0,25818020.0,32051956.0,273.15988,-8.902699e-05,3.874302e-07
1347,28.55,63.2,2010-09-01,2.4744017,-3.5442564,269.092,302.30145,0.0,-6.710715e-05,5.9759483,294.69354,0.79978967,0.0,0.08373964,305.24402,0.0,0.0,-9.313226e-10,305.33496,306.50116,308.25162,-167943.0,18611924.0,-13639513.0,94345.5,0.0,23917226.0,28581132.0,273.15988,-6.712368e-05,3.874302e-07
1348,28.55,63.2,2010-10-01,0.6327424,-2.1367772,272.59436,300.0449,0.0,-5.5958983e-05,4.315922,294.4845,0.7999532,0.0,0.08373964,302.8409,0.0,0.0,-9.313226e-10,302.94498,304.2145,306.2364,-139785.0,15581283.0,-12323977.0,94688.54,0.0,20070738.0,28621554.0,273.16058,-5.5886805e-05,1.1838973e-05
